brand,name,processor,Ram,Ram_type,Storage,Storage_type,GPU,display_size,resolution_width,resolution_height,OS,Price
Lenovo,IdeaPad Gaming 3 82K2028AIN Laptop,5th Gen AMD Ryzen 5  5500H,8,DDR4,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,9586120
Dell,Vostro 3520 Laptop,11th Gen Intel Core i5 1135G7,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,9022120
Dell,Inspiron 15 3520 IN352092K4N001ORS1 Laptop,12th Gen Intel Core i5 1235U,16,DDR4,512,SSD,Integrated Intel Graphics,15.6,1920,1080,Windows 11 OS,11278120
Dell,Vostro 3530 Laptop,13th Gen Intel Core i5 1335U,8,DDR4,512,SSD,Integrated Intel Graphics,15.6,1920,1080,Windows 11 OS,11654120
Lenovo,V14 G4 Laptop,7th Gen AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,6014120
MSI,Creator M16 B13VE-1271IN Laptop,13th Gen Intel Core i7 13700H,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,24438120
Lenovo,V15 G3 82TTA02UIH Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,9397932
Dell,Vostro 3525 Laptop,5th Gen AMD Ryzen 5 5500U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,8082120
MSI,Creator Pro M16 B13VJ-1272IN Gaming Laptop,13th Gen Intel Core i7 13700H,32,DDR5,1024,SSD,NVIDIA GeForce RTX A2000 Ada,16,1920,1200,Windows 11 OS,48878120
Lenovo,IdeaPad Slim 3i 82X70032IN Laptop,13th Gen Intel Core i3 1305U,8,LPDDR5,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,8401720
Lenovo,IdeaPad Flex 5 Gen 8 82XX0070IN Laptop,7th Gen AMD Ryzen 5 7530U,16,LPDDR4X,512,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,11654120
HP,ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop,12th Gen Intel Core i7 1255U,16,DDR5,1024,SSD,Integrated Intel Iris Xe Graphics,16,1920,1200,Windows 11 OS,23180400
Dell,Inspiron 3530 15 Laptop,13th Gen Intel Core i5 1335U,16,DDR4,1024,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,14005812
Lenovo,IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop,11th Gen Intel Core i5 11320H,8,DDR4,512,SSD,NVIDIA GeForce GTX 2050,15.6,1920,1080,Windows 11 OS,9022120
Lenovo,Yoga 6 13ABR8 83B2007UIN Laptop,7th Gen AMD Ryzen 7 7730U,16,LPDDR4X,1024,SSD,AMD Radeon Graphics,13.3,1920,1200,Windows 11 OS,16166120
Lenovo,IdeaPad Flex 5 82R900D4IN Laptop,5th Gen AMD Ryzen 7 5700U,16,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,11654120
Ultimus,Neo NU14U3INT54BN Laptop,10th Gen Intel Core i3 1005G1,8,DDR4,256,SSD,Integrated Intel Graphics Iris,14.1,1920,1080,Windows 11 OS,4134120
HP,Victus 15-fb0158AX Gaming Laptop,5th Gen AMD Ryzen 5  5600H ,8,DDR4,512,SSD,AMD Radeon RX 6500M,15.6,1920,1080,Windows 11 OS,9398120
Lenovo,Legion Slim 5 82Y9009KIN Gaming Laptop,7th Gen AMD Ryzen 7 7840HS,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,21242120
Lenovo,Legion Slim 5 16APH8 82Y90042IN Gaming Laptop,7th Gen AMD Ryzen 7 7840HS,16,DDR5,512,SSD,NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,24062120
HP,Pavilion x360 14-ek1021TU Laptop,13th Gen Intel Core i7 1355U ,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,17218920
HP,Victus 15-fa1062TX Gaming Laptop,13th Gen Intel Core i5 13500H,16,DDR4,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,19375280
HP,15-fc0027AU Laptop,7th Gen AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,7444800
Lenovo,Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop,7th Gen AMD Ryzen 7 7840HS,16,DDR5,512,SSD,NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,25866920
Lenovo,ThinkBook 15 Gen 5 21JF0026MJ Laptop,7th Gen AMD Ryzen 7 7730U,16,DDR4,512,SSD,AMD Radeon Graphics,16,1920,1080,Windows 11 OS,10148240
Acer,Swift Go 14 NX.KG3SI.005 Laptop,7th Gen AMD Ryzen 5  7530U,16,LPDDR4X,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,10338120
Asus,VivoBook 15 X515MA-BR022WS Laptop,Intel Celeron N4020,8,DDR4,512,SSD,Integrated Intel UHD 600,15.6,1366,768,Windows OS,5282612
HP,Spectre 17-cs0097nr Foldable Laptop,12th Gen Intel Core i7 1250U,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,17,1920,2560,Windows 11 OS,78020000
Fujitsu,CH‎ 4ZR1L82433 Laptop,13th Gen Intel Core i5 1334U,16,DDR5,512,SSD,Integrated Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,12218120
Fujitsu,CH‎ 4ZR1L82434 Laptop,13th Gen Intel Core i7 1355U,16,DDR5,1024,SSD,Integrated Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,15978120
Tecno,Megabook T1 Laptop,11th Gen Intel Core i7 1165G7,16,LPDDR4,1024,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,9963812
Tecno,Megabook T1 Laptop,11th Gen Intel Core i3 1115G4,8,LPDDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6579812
Asus,Vivobook 15X OLED M3504YA-LK752WS Laptop,7th Gen AMD Ryzen 7  7730U,16,DDR4,1024,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,12406120
HP,Victus 15-fb1016AX Gaming Laptop,7th Gen AMD Ryzen 5 7535HS,8,DDR5,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,10714120
Lenovo,ThinkPad E15 20TDS0AD00 Laptop,11th Gen Intel Core i5 1135G7,16,DDR4,1024,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,16731812
Lenovo,Ideapad 3 15ITL06 82H803GUIN Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6766120
Lenovo,Yoga 7 82YL0060IN Laptop,13th Gen Intel Core i7 1360P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,20960120
HP,250 G9 7N179PA Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1366,768,Windows 11 OS,9586120
Lenovo,Thinkpad E15 21E6S07S00 Laptop,12th Gen Intel Core i5 1235U,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,16826000
Lenovo,Ideapad Slim 5 82XE004QIN Laptop,7th Gen AMD Ryzen 5 7530U,16,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,12480944
Asus,Vivobook Pro 15 M6500QC-HN551WS Laptop,5th Gen AMD Ryzen 5 5600HS,16,DDR4,1024,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,12594120
Asus,Vivobook Pro 15 M6500QC-HN751WS Laptop,5th Gen AMD Ryzen 7 5800HS,16,DDR4,1024,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,14098120
HP,255 G9 841W6PA Laptop,3rd Gen AMD Ryzen 3  3250U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1366,768,DOS 3.0 OS,5074120
Dell,15 Inspiron 3530 Laptop,13th Gen Intel Core i5 1335U,8,DDR4,1024,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,12406120
Asus,Vivobook 16X 2023 K3605ZC-MBN752WS Laptop,12th Gen Intel Core i7 12650H,16,DDR4,1024,SSD,NVIDIA GeForce RTX 3050,16,1920,1200,Windows 11 OS,16542120
Dell,Inspiron 3520 IN3520KTMFJS1ORGR1 Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6858240
Dell,Inspiron 3530 IN3530RW8JY001ORS1 Laptop,13th Gen Intel Core i5 1335U,8,DDR4,1024,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,12029932
Asus,TUF Gaming F15 90NR0GW1-M00F00 Laptop,12th Gen Intel Core i7 12700H ,16,DDR5,1024,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,17106120
Asus,Vivobook 16X 2023 K3605ZV-MBN741WS Laptop,12th Gen Intel Core i7 12650H,16,DDR4,512,SSD,NVIDIA GeForce RTX,16,1920,1200,Windows 11 OS,19738120
HP,240 G9 ALC 7M658PA Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Graphics,14,1366,768,DOS OS,12182400
Asus,Chromebook CX1400FKA-EC0158 Laptop,Intel Celeron N4500,4,LPDDR4X,64,SSD,Integrated Intel UHD Graphics,14,1920,1080,Chrome OS,5262120
Asus,Chromebook CX1400CKA-EK0335 Laptop,Intel Celeron N4500,4,LPDDR4X,128,SSD,Integrated Intel UHD Graphics,14,1920,1080,Chrome OS,2818120
Asus,Chromebook CX1500CKA-EJ0241 Laptop,Intel Celeron N4500,4,LPDDR4X,64,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Chrome OS,4322120
Asus,Chromebook CX1500CKA-EJ0277 Laptop,Intel Celeron N4500,4,LPDDR4X,128,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Chrome OS,4510120
HP,250 G9 7M659PA Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,Integrated Intel Graphics,15.6,1366,768,Windows 11 OS,8065200
Gigabyte,G6 KF Gaming Laptop,13th Gen Intel Core i7 13620H,16,DDR5,512,SSD,NVIDIA GeForce RTX 4060,16,1920,1200,Windows 11 OS,24440000
Gigabyte,G5 KF-E3IN313SH Laptop,12th Gen Intel Core i5 12500H,8,DDR5,512,SSD,NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,17858120
Lenovo,ThinkBook 15 G3 ACL 21A4003KUS Laptop,5th Gen AMD Ryzen 7  5700U,16,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,10902120
Asus,Vivobook 16X K3605ZU-MBN742WS Laptop,12th Gen Intel Core i7 12650H,16,DDR4,512,SSD,NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,19593736
Fujitsu,UH-X ‎4ZR1M37246 Laptop,13th Gen Intel Core i5 1335U,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,13158120
Lenovo,IdeaPad Slim 5 82XE0072IN Laptop,7th Gen AMD Ryzen 7 7730U,16,DDR4,512,SSD,Integrated AMD Graphics SoC,14,1920,1200,Windows 11 OS,12030120
Lenovo,IdeaPad Slim 3 82XQ008UIN Laptop,7th Gen AMD Ryzen 5 7520U,8,LPDDR5,512,SSD,AMD Radeon 610M Graphics,15.6,1920,1080,Windows 11 OS,9210120
Lenovo,V15 G3 IAP 82TT004VIH Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,DOS OS,8834120
HP,Victus 15-fb1015AX Gaming Laptop,7th Gen AMD Ryzen 5 7535HS,8,DDR5,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,10526120
Asus,Vivobook 16X K3605ZC-MBN542WS Laptop,12th Gen Intel Core i5 12450H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,16,1920,1200,Windows 11 OS,12594120
Asus,Vivobook 16X K3605ZU-MBN541WS Laptop,12th Gen Intel Core i5 12450H,16,DDR4,512,SSD,NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,16918120
MSI,Thin GF63 11UC-1291IN Gaming Laptop,11th Gen Intel Core i5 11400H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,11842120
MSI,Katana 15 B12UDXK-1004IN Gaming Laptop,12th Gen Intel Core i7 12650H,16,DDR5,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,16166120
Lenovo,Thinkpad E15 21E6S0W700 Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,8854800
Lenovo,Yoga 7 82YM004UIN Laptop,7th Gen AMD Ryzen 7 7735U,16,DDR5,512,SSD,AMD Radeon Graphics,14,2880,1800,Windows 11 OS,17294120
Asus,Vivobook Pro 15 OLED M6500QC-LK541WS Laptop,5th Gen AMD Ryzen 5 5600H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,12782120
Acer,TMP214-41-G3 UN.VSQSI.007 Notebook,5th Gen AMD Ryzen 5 5500U,16,DDR4,512,SSD,AMD Radeon Graphics,14,1366,768,Windows 11 OS,7518120
Acer,TMP214-41-G3 UN.VSQSI.006 Notebook,5th Gen AMD Ryzen 5 5500U,8,DDR4,512,SSD,AMD Radeon Graphics,14,1366,768,Windows 11 OS,6954120
Asus,Vivobook Go 14 2023 E1404FA-NK327WS Laptop,7th Gen AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,6390120
Lenovo,V14 82KAA055IH Laptop,11th Gen Intel Core i5 1135G7 ,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1366,768,DOS OS,8234400
HP,Omen 16-xf0043AX Gaming Laptop,7th Gen AMD Ryzen 9 7940HS,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4070,16.1,2560,1440,Windows 11 OS,33744120
Gigabyte,Aero 14 OLED BMF Laptop,13th Gen Intel Core i7 13700H,16,LPDDR5,1024,SSD,NVIDIA GeForce RTX 4050,14,2880,1800,Windows 11 OS,31018120
Dell,Inspiron 5430 IN54308DXWP001ORS1 Laptop,13th Gen Intel Core i7 1355U,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,15978120
Fujitsu,UH-X ‎4ZR1L73352 2-in-1 Laptop,13th Gen Intel Core i7 1360p,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,19738120
Asus,TUF Gaming F15 FX506HF-HN076W Gaming Laptop,11th Gen Intel Core i5 11260H,16,DDR4,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,10902120
HP,Victus 15-fb1018AX Gaming Laptop,7th Gen AMD Ryzen 5 7535HS,8,DDR5,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,11090120
Dell,Alienware x15 R2 D569947WIN9 Gaming Laptop,12th Gen Intel Core i9 12900H,32,LPDDR5,1024,SSD,NVIDIA GeForce RTX 3070Ti,15.6,1920,1080,Windows 11 OS,57338120
Asus,Vivobook Go 14 2023 E1404FA-NK325WS Laptop,7th Gen AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,6390120
Ultimus,Elite NU14U3INF56BN-CS Laptop,10th Gen Intel Core i5 1035G4,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14.1,1920,1080,Windows 11 OS,5450120
Acer,Aspire 3 Spin 14 NX.KENSI.002 Laptop,Intel Core i3 N305,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1200,Windows 11 OS,7501200
Lenovo,IdeaPad 3 15ITL6 82H803GSIN Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6860120
Lenovo,IdeaPad Slim 5i 82XD0040IN Laptop,13th Gen Intel Core i7 13620H,16,LPDDR5,512,SSD,Integrated Intel UHD Graphics,14,1920,1200,Windows 11 OS,16448120
Dell,Inspiron 3530 2023 Laptop,13th Gen Intel Core i3 1305U,8,DDR4,1024,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,8458120
Lenovo,Yoga 7 Flip 82YL005YIN Laptop,13th Gen Intel Core i7 1360P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,20302120
Dell,Inspiron 3535 2023 Laptop,7th Gen AMD Ryzen 5 7520U,8,LPDDR5,1024,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,8817200
Dell,Inspiron 13 5330 Laptop,13th Gen Intel Core i7 1360P,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,13.3,2560,1600,Windows 11 OS,18591320
Dell,Inspiron 7430 2023 2 in 1 Laptop,13th Gen Intel Core i5 1335U,8,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,14474120
Dell,Inspiron 5330 2023 Laptop,13th Gen Intel Core i5 1340P,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,13.3,2560,1600,Windows 11 OS,16354120
Dell,Inspiron 7430 2 in 1 Touch Laptop,13th Gen Intel Core i5 1335U,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,16354120
Dell,Vostro 3430 VN3430RHXFG001ORB1 Laptop,13th Gen Intel Core i5 1335U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,10996120
HP,Victus 15-FB0142AX Gaming Laptop,5th Gen AMD Ryzen 5 5600H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,13009412
MSI,Thin GF63 11SC-1494IN Gaming Laptop,11th Gen Intel Core i5 11260H,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,8646120
MSI,Thin GF63 12VF-663IN Gaming Laptop,12th Gen Intel Core i7 12650H,16,DDR4,512,SSD,NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,17858120
MSI,Katana 17 B12VFK-668IN Gaming Laptop,12th Gen Intel Core i7 12650H,8,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,17.3,1920,1080,Windows 11 OS,18422120
MSI,Pulse 17 B13VGK-652IN Gaming Laptop,13th Gen Intel Core i9 13900H,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4070,17.3,1920,1080,Windows 11 OS,33838120
MSI,Pulse 17 B13VGK-666IN Gaming Laptop,13th Gen Intel Core i7 13700H,8,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,17.3,2560,1440,Windows 11 OS,23686120
HP,Victus 15-fa1060TX Gaming Laptop,13th Gen Intel Core i5 13500H,16,DDR4,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,21895044
HP,Victus 15-fa1064TX Gaming Laptop,13th Gen Intel Core i7 13700H,16,DDR4,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,20678120
HP,Omen 16-wf0052TX Gaming Laptop,13th Gen Intel Core i5 13500HX,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,16.1,1920,1080,Windows 11 OS,28881500
HP,Omen 16-u0023TX Gaming Laptop,13th Gen Intel Core i9 13900HX,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4070,16.1,2560,1600,Windows 11 OS,50784252
Gigabyte,Aorus 15 9SF Gaming Laptop,12th Gen Intel Core i5 12500H,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4070,15.6,2560,1440,Windows 11 OS,28198120
Lenovo,IdeaPad Slim 5 82XE004RIN Laptop,7th Gen AMD Ryzen 5 7530U,16,DDR4,512,SSD,Integrated AMD Graphics SoC,14,1920,1200,Windows 11 OS,11090120
HP,Envy x360 13-bf0141tu Laptop,12th Gen Intel Core i7 1250U,16,LPDDR4X,512,SSD,Integrated Intel Iris Xe Graphics,13.3,2880,1800,Windows 11 OS,20151720
Chuwi,CoreBook X Pro Laptop,10th Gen Intel Core i5 10210U,16,LPDDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6203812
HP,Omen 16-wd0770TX Gaming Laptop,13th Gen Intel Core i5 13420H,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,16.1,1920,1080,Windows 11 OS,19192920
HP,Dragonfly G4 Laptop,13th Gen Intel Core i7 1365U,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,13.5,1920,1280,Windows 11 OS,43568248
Asus,Vivobook 16X 2023 K3605ZC-MBN741WS Laptop,12th Gen Intel Core i7 12650H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,16,1920,1200,Windows 11 OS,15414120
Dell,Inspiron 3520 IN3520KTMFJ001ORS1 Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6935320
Lenovo,LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop,12th Gen Intel Core i5 12450H,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,16542120
HP,Pavilion x360 14-ek1074TU Laptop,13th Gen Intel Core i5 1335U,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,14662120
Gigabyte,Aorus 15 9KF Gaming Laptop,12th Gen Intel Core i5 12500H,8,DDR5,512,SSD,NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,22103912
Lenovo,LOQ 15APH8 82XT004JIN 2023 Gaming Laptop,7th Gen AMD Ryzen 7 7840HS,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,18422120
MSI,Vector GP68HX 13VH-072IN Gaming Laptop,13th Gen Intel Core i9 13980HX,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4080,16,2560,1600,Windows 11 OS,53578120
MSI,Vector GP78HX 13VI-409IN Gaming Laptop,13th Gen Intel Core i9 13980HX,32,DDR5,2048,SSD,NVIDIA GeForce RTX 4090,17,2560,1600,Windows 11 OS,64858120
HP,Omen 16-wf0111TX Gaming Laptop,13th Gen Intel Core i7 13700HX,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,16.1,1920,1080,Windows 11 OS,27560612
Acer,Aspire 5 A515-56G NX.AT2SI.001 Laptop,11th Gen Intel Core i5 1135G7,8,DDR4,512,SSD,NVIDIA GeForce MX450,15.6,1920,1080,Windows 11 OS,8458120
Lenovo,IdeaPad Slim 5 Light 14ABR8 82XS002RIN Laptop,7th Gen AMD Ryzen 5 7530U,16,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,10902120
HP,Omen 16-xf0059AX Gaming Laptop,7th Gen AMD Ryzen 7 7840HS,16,DDR5,512,SSD,NVIDIA GeForce RTX 4060,16,1920,1080,Windows 11 OS,24176612
Asus,Vivobook Go 15 E510MA-EJ001W Laptop,intel Celeron  N4020,4,DDR4,256,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,4134120
HP,Omen 16-wf0055TX Gaming Laptop,13th Gen Intel Core i7 13700HX,16,DDR5,512,SSD,NVIDIA GeForce RTX 4060,16.1,1920,1080,Windows 11 OS,28574120
Infinix,INBook X2 Plus Laptop,11th Gen Intel Core i7 1195G7,16,LPDDR4X,1024,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,9962120
Lenovo,ThinkBook 14s Yoga 20WEA00WIH Laptop,11th Gen Intel Core i5 1155G7,16,DDR4,1024,SSD,Integrated Intel Graphics,14,1920,1080,Windows 10 OS,22538944
HP,255 G8 Laptop,3rd Gen AMD Athlon  3050U,4,DDR4,256,SSD,Integrated AMD Graphics,15.6,1920,1080,Windows 11 OS,4322120
Lenovo,Yoga 6 83B2006BIN Laptop,7th Gen AMD Ryzen 5 7530U,16,LPDDR4X,512,SSD,AMD Radeon Graphics,13.3,1920,1200,Windows 11 OS,14454944
Dell,XPS 15 9530 Laptop,13th Gen Intel Core i7 13700H,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4050,15.6,3456,2160,Windows 11 OS,48314120
Dell,Inspiron 5330 Laptop,13th Gen Intel Core i5 1340P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,13.3,2560,1600,Windows 11 OS,15620920
Dell,Inspiron 5518 D560667WIN9S Laptop,11th Gen Intel Core i5 11320H,16,DDR4,512,SSD,NVIDIA GeForce MX450,15.6,1920,1080,Windows 11 OS,12783812
Acer,Nitro 5 AN515-58 NH.QFHSI.007 Gaming Laptop,12th Gen Intel Core i7 12700H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,18096128
MSI,Prestige 14 Evo B12M-472IN Laptop,12th Gen Intel Core i5 1240P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,14662120
Dell,Alienware X16 R1 2023 Gaming Laptop,13th Gen Intel Core i9 13900HX,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4080,16,3200,1800,Windows 11 OS,60778520
Dell,Inspiron 5425 Laptop,5th Gen AMD Ryzen 7 5825U,16,DDR4,512,SSD,AMD Radeon Radeon,14,1920,1080,Windows 11 OS,12782120
MSI,Prestige 13 Evo B12M-085IN Laptop,12th Gen Intel Core i5 1240P,8,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,13.3,1920,1200,Windows 11 OS,15602120
Dell,Alienware m16 2023 Gaming Laptop,7th Gen AMD Ryzen 7 7745HX,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,16,1920,1200,Windows 11 OS,37598120
Gigabyte,Aero 16 XE5 OLED Laptop,12th Gen Intel Core i7 12700H,16,DDR5,1024,SSD,NVIDIA GeForce RTX 3070Ti,16,3840,2400,Windows 11 OS,35719812
Lenovo,Yoga 6 83B2005TIN Laptop,7th Gen AMD Ryzen 5 7530U,16,DDR4,512,SSD,AMD Radeon Graphics,13.3,1920,1200,Windows 11 OS,13910120
Asus,Vivobook Pro 15 M6500QC-LK542WS Laptop,5th Gen AMD Ryzen 5  5600H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,12782120
Asus,ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop,12th Gen Intel Core i7 12700H,16,DDR4,1024,SSD,NVIDIA GeForce RTX 4050,16,2560,1600,Windows 11 OS,26882120
Lenovo,IdeaPad Flex 5 82R900D9IN Laptop,5th Gen AMD Ryzen 7 5700U,16,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,12218120
Asus,Vivobook 16X 2023 K3605ZF-MBN741WS Laptop,12th Gen Intel Core i7 12650H,16,DDR4,512,SSD,NVIDIA GeForce RTX 2050,16,1920,1200,Windows 11 OS,15942400
